lat,lng,altura,velocidad
3.572,-71.858,15.490,131.891
5.860,-77.312,15.075,204.948
4.639,-77.555,2.302,581.526
4.329,-75.691,16.164,111.242
5.268,-77.512,18.022,342.407
7.671,-74.610,6.098,324.152
3.098,-73.644,12.892,30.424
12.168,-72.290,14.418,611.293
10.484,-77.765,0.783,671.668
5.814,-73.510,6.038,430.648
11.014,-78.914,0.848,197.023
8.296,-74.318,15.519,189.703
9.115,-73.936,2.769,400.034
11.587,-75.595,12.506,86.304
11.155,-77.975,10.819,46.034
4.682,-75.165,19.099,574.530
8.702,-71.864,19.660,692.849
3.962,-74.626,0.195,312.844
7.364,-75.555,16.842,469.884
5.602,-78.125,2.397,382.909
2.444,-78.265,6.019,654.226
5.526,-76.713,11.840,364.722
3.707,-73.215,6.502,628.103
5.324,-73.780,12.428,389.731
11.085,-74.053,0.440,119.747
2.306,-74.730,18.383,188.782
9.640,-74.127,18.186,104.866
7.638,-72.138,7.180,530.886
11.370,-75.748,17.242,222.058
6.294,-78.933,15.420,526.549
6.766,-72.683,17.403,496.880
8.581,-72.522,9.388,192.759
11.667,-77.754,1.410,181.681
10.563,-72.561,7.146,405.551
11.241,-75.642,15.374,87.783
4.701,-75.285,13.661,440.428
7.769,-73.823,13.541,608.911
10.396,-76.226,11.023,712.663
5.094,-78.662,12.297,437.519
9.631,-73.083,4.865,654.360
9.563,-72.579,10.820,720.831
9.347,-76.804,5.457,740.084
7.642,-77.690,12.722,552.368
12.183,-77.189,15.123,164.161
7.929,-74.026,19.616,147.982
9.420,-75.020,2.766,53.761
11.163,-75.409,9.466,378.838
5.905,-77.904,10.519,732.491
10.969,-73.900,5.213,671.858
8.997,-74.970,11.978,564.876
7.585,-73.572,15.714,252.405
11.151,-74.119,19.908,499.147
1.845,-74.218,6.891,188.191
5.831,-77.672,13.818,719.458
11.149,-77.474,19.473,398.848
10.497,-77.448,0.462,600.186
3.175,-77.195,19.639,662.590
5.056,-73.962,16.255,134.944
10.906,-72.999,5.713,505.865
5.397,-76.171,13.846,284.495
8.960,-72.024,0.978,333.132
5.222,-73.968,4.258,403.307
9.146,-75.546,17.310,387.226
8.852,-73.095,3.102,406.100
5.074,-76.296,5.756,29.877
2.230,-78.346,4.009,725.116
6.298,-75.618,19.515,98.054
3.272,-73.808,5.156,504.306
7.377,-74.401,10.830,180.218
7.800,-76.663,3.110,699.931
9.571,-78.948,18.988,120.534
7.309,-78.931,5.433,156.652
7.387,-71.592,13.738,149.353
2.478,-74.066,1.233,20.284
3.801,-72.821,9.257,108.324
10.360,-74.985,10.972,252.860
2.185,-78.640,1.774,64.268
5.336,-78.465,13.045,216.144
2.288,-74.414,18.424,166.825
7.255,-78.125,4.596,86.841
2.805,-76.782,3.115,518.730
5.821,-78.662,10.828,89.069
4.953,-75.579,0.186,695.449
7.180,-72.144,1.519,524.047
11.043,-71.828,12.338,399.918
3.222,-72.184,13.895,330.459
2.112,-72.044,7.542,86.001
8.829,-78.717,15.423,190.390
9.216,-78.284,0.815,310.665
11.299,-78.915,4.911,139.806
4.877,-74.422,3.767,124.056
10.912,-75.316,6.715,520.866
8.986,-77.339,18.540,739.608
4.818,-73.311,5.629,367.029
6.149,-77.029,10.460,706.341
8.519,-72.740,5.680,88.208
3.909,-71.634,2.045,496.904
5.131,-74.606,3.133,341.008
9.775,-71.683,16.110,410.665
1.888,-73.421,10.951,302.843
3.390,-73.460,2.768,353.243
11.353,-75.579,5.212,569.395
7.478,-75.148,13.745,574.414
2.802,-78.861,11.464,731.483
4.766,-75.537,16.460,745.423
5.292,-78.237,12.332,384.963
11.569,-74.375,0.184,384.289
6.197,-72.718,4.751,170.666
11.816,-77.810,10.719,115.044
12.042,-77.365,9.540,612.435
2.999,-73.673,9.088,337.722
3.517,-74.321,7.681,646.093
3.678,-78.401,12.795,709.407
4.580,-77.368,18.654,699.388
5.238,-77.411,8.695,54.143
11.987,-75.751,8.066,323.074
6.401,-75.943,8.776,347.119
5.090,-74.303,10.767,491.327
8.230,-76.751,9.021,347.465
11.923,-78.843,4.989,600.425
11.309,-75.463,1.367,501.661
3.850,-73.593,10.269,44.156
8.509,-74.883,6.447,165.217
7.542,-73.410,11.361,603.632
1.914,-75.300,5.610,202.436
12.112,-73.411,16.825,414.796
2.680,-72.602,13.670,130.012
2.578,-74.310,6.628,214.471
9.472,-77.269,14.670,182.829
6.883,-75.659,19.122,682.082
6.205,-74.180,10.698,656.557
3.341,-74.760,5.775,621.792
9.358,-72.534,11.169,517.302
2.752,-74.230,3.828,719.907
6.714,-77.106,8.949,681.289
4.537,-72.900,18.629,586.771
11.461,-75.698,5.089,324.373
12.126,-74.134,15.480,253.818
3.157,-76.152,13.096,383.070
7.551,-76.914,8.405,514.336
7.495,-74.919,14.458,441.427
12.095,-76.477,1.863,186.812
5.764,-71.858,5.918,274.982
10.175,-72.916,15.357,382.651
12.054,-73.557,19.029,435.340
3.049,-76.673,3.760,65.329
11.635,-74.650,6.667,333.451
9.350,-77.675,1.255,320.355
5.257,-74.980,0.858,68.861
12.000,-76.768,2.750,575.861
7.561,-75.529,10.696,164.491
5.573,-76.676,10.938,47.023
4.435,-75.207,7.345,312.673
5.273,-78.948,18.511,559.913
11.781,-75.741,8.427,741.346
8.680,-76.373,12.851,102.699
3.280,-77.144,7.223,498.764
5.338,-76.807,8.359,90.981
10.605,-76.105,0.128,436.812
7.521,-78.964,15.017,218.867
6.452,-75.832,13.904,396.589
8.577,-74.129,15.163,54.832
8.020,-75.254,16.383,77.899
8.777,-72.264,8.883,643.218
11.554,-75.631,18.357,38.355
7.639,-76.702,2.322,48.094
11.988,-78.317,1.631,64.542
8.951,-75.787,15.075,35.912
11.595,-72.187,3.784,352.740
4.851,-76.303,16.862,501.244
5.061,-72.742,7.555,736.332
10.952,-78.444,10.202,99.886
6.149,-76.293,5.268,488.601
6.695,-73.700,14.771,255.174
8.425,-73.412,6.590,467.343
11.524,-71.646,17.302,278.285
4.375,-72.291,18.897,150.296
10.349,-75.241,0.398,95.204
7.376,-76.059,8.847,136.076
8.201,-77.902,15.218,745.339
7.621,-72.471,4.655,90.583
3.501,-73.820,9.817,626.313
8.778,-76.996,10.054,336.065
9.582,-72.835,6.250,401.131
12.143,-73.319,3.246,125.638
5.742,-75.878,9.261,518.297
9.650,-75.732,1.914,354.409
10.223,-76.534,18.865,707.374
11.865,-78.182,17.461,523.940
5.411,-76.095,4.360,491.185
3.715,-73.673,7.398,349.041
3.810,-75.404,2.753,391.349
7.154,-77.161,2.856,474.310
8.279,-74.950,19.729,162.734
8.977,-78.652,13.397,472.187
6.234,-75.033,10.025,256.105
9.533,-77.258,2.188,561.235
6.946,-76.430,16.680,162.078
8.259,-76.461,18.995,388.179
11.989,-74.052,0.152,688.538
12.252,-74.180,18.547,357.179
10.367,-72.468,18.013,687.212
6.062,-72.706,13.294,199.069
12.227,-74.105,1.802,512.143
6.599,-72.480,10.747,637.022
3.404,-77.482,19.807,674.955
6.559,-76.697,7.944,155.301
7.461,-72.244,3.289,232.796
2.466,-73.532,5.653,410.731
3.793,-78.198,1.662,539.992
11.080,-71.971,15.711,455.355
9.595,-78.831,4.280,536.953
4.065,-76.212,12.910,604.774
2.981,-72.971,14.636,104.827
2.876,-77.405,6.233,675.419
2.769,-75.825,16.297,339.835
6.454,-76.670,13.518,368.639
3.732,-74.738,16.913,681.813
4.761,-75.792,4.234,626.018
7.185,-77.237,15.539,225.662
1.776,-75.848,7.656,571.720
11.348,-73.328,6.515,59.059
8.973,-77.140,1.994,321.670
9.900,-72.600,19.889,707.991
3.931,-74.527,1.935,134.263
7.872,-72.593,16.660,322.318
4.360,-78.567,1.086,27.974
11.808,-73.142,10.789,360.865
11.170,-72.055,8.012,240.210
8.675,-78.418,17.932,290.358
3.593,-73.794,2.040,520.294
8.299,-77.211,6.066,171.075
5.533,-77.828,13.390,547.511
4.516,-71.621,16.065,91.941
12.285,-77.750,0.113,600.684
3.960,-78.616,2.229,711.344
11.788,-77.833,2.193,357.533
9.220,-73.016,2.842,477.790
10.558,-75.962,11.406,87.818
10.701,-77.975,18.962,82.972
5.322,-74.940,8.860,391.542
6.778,-75.316,19.342,70.279
3.349,-76.553,7.207,679.092
2.315,-73.392,4.965,473.430
10.135,-75.814,1.532,313.698
4.638,-72.504,15.968,459.950
11.901,-75.717,5.747,744.897
8.895,-73.314,4.891,643.980
4.856,-71.606,16.909,663.971
11.743,-72.495,2.125,411.928
12.255,-72.832,10.732,713.007
7.558,-78.554,1.448,459.534
5.857,-78.195,17.484,499.501
6.636,-73.279,4.987,241.258
6.366,-72.217,3.399,351.975
5.642,-73.535,8.415,586.014
4.618,-78.353,6.931,546.634
8.099,-76.857,9.347,216.349
6.580,-77.040,18.401,723.957
2.964,-77.190,7.120,470.894
9.902,-71.692,9.615,635.456
10.403,-72.594,10.494,80.185
3.925,-76.052,16.836,121.446
3.692,-75.220,13.174,510.465
11.537,-74.263,14.029,71.485
11.747,-72.992,4.380,52.478
5.071,-77.976,9.206,132.547
1.867,-78.110,9.137,87.484
2.907,-75.791,13.800,514.418
6.323,-75.168,18.565,589.767
2.022,-75.886,8.601,598.386
5.110,-77.338,4.415,510.595
10.117,-78.969,7.396,405.714
11.775,-75.729,11.485,296.821
11.718,-74.094,1.832,617.574
6.110,-77.333,16.093,357.757
9.905,-78.987,15.488,198.177
11.353,-73.743,16.033,431.175
6.765,-72.169,12.429,611.376
4.737,-78.953,19.132,410.672
4.916,-75.748,12.988,124.252
4.119,-76.691,17.942,673.255
11.804,-78.150,0.992,165.548
5.662,-73.595,4.915,661.220
1.768,-72.969,19.377,314.744
10.972,-77.217,15.917,124.701
6.032,-72.041,11.184,606.097
7.586,-77.904,14.129,539.906
6.708,-78.043,10.477,296.605
1.757,-72.828,3.821,491.529
9.702,-72.177,3.752,573.677
7.659,-77.474,1.840,54.768
5.380,-78.561,10.314,238.935
2.110,-76.511,12.017,358.007
3.426,-75.140,7.600,502.718
10.036,-76.305,2.722,169.872
11.766,-76.480,6.937,556.673
9.087,-76.685,6.470,187.668
3.298,-75.897,11.677,371.730
6.354,-72.969,0.557,482.989
5.688,-75.308,15.080,30.626
6.457,-73.166,8.140,406.750
12.078,-76.654,13.187,699.034
9.636,-77.516,17.087,149.324
10.164,-74.624,18.165,710.181
7.651,-77.898,19.127,41.761
12.315,-76.183,13.556,488.888
3.469,-73.534,11.412,39.538
4.455,-74.486,0.525,183.918
8.803,-72.453,13.185,471.868
11.090,-78.099,1.739,726.444
5.831,-73.849,18.116,316.437
10.338,-76.804,9.309,546.957
7.486,-76.335,17.307,286.477
10.859,-73.144,5.150,681.386
4.360,-71.589,19.038,196.747
4.467,-73.077,14.067,35.021
3.721,-77.117,15.532,540.831
5.691,-77.019,13.345,398.066
7.319,-76.122,3.713,391.335
10.789,-75.429,17.217,100.491
11.555,-74.640,4.266,445.594
5.685,-77.598,0.789,143.938
5.512,-73.795,0.038,517.019
11.488,-76.651,9.841,476.795
4.409,-77.122,7.242,641.296
2.206,-76.188,18.317,206.323
10.740,-72.512,8.240,369.509
4.663,-71.933,7.021,672.541
3.587,-75.954,5.582,541.067
9.826,-78.396,16.680,676.291
11.314,-76.144,6.474,27.151
11.442,-75.428,3.980,646.698
4.117,-72.310,4.769,462.941
5.725,-71.962,5.071,130.928
8.870,-78.768,9.892,590.893
4.416,-74.115,19.138,29.711
5.034,-71.839,0.854,122.723
11.534,-73.639,1.658,230.875
1.852,-72.828,6.626,562.329
11.926,-77.736,16.158,131.018
9.697,-73.013,9.281,670.958
12.282,-74.416,12.348,214.930
8.269,-75.855,10.438,267.992
6.394,-73.999,19.748,352.732
6.079,-73.429,2.455,95.294
8.357,-77.046,0.669,447.077
12.146,-78.350,2.606,683.386
4.991,-72.268,12.891,378.007
8.250,-78.157,14.872,89.117
10.184,-72.537,1.951,470.435
9.131,-75.323,17.102,638.429
5.348,-72.160,1.678,585.266
7.080,-75.995,5.765,382.463
7.517,-77.884,19.540,560.143
5.907,-77.031,4.689,151.339
10.714,-73.608,19.045,589.712
5.006,-72.299,9.826,193.976
6.504,-76.851,18.494,375.348
11.016,-76.753,15.733,543.645
10.121,-74.754,2.874,737.193
12.171,-73.640,16.103,121.501
2.039,-71.808,3.489,105.506
10.179,-78.634,2.332,190.123
7.421,-74.222,15.289,450.391
3.700,-73.678,17.753,183.754
8.700,-77.758,4.008,724.089
2.536,-77.294,9.758,34.503
5.157,-73.455,7.768,228.501
6.716,-71.921,2.923,455.680
6.626,-72.730,8.955,127.580
2.262,-72.188,16.215,283.006
10.395,-73.029,8.824,688.170
10.047,-76.264,13.196,423.407
9.680,-76.887,17.691,745.125
3.897,-78.246,8.886,198.954
6.904,-77.722,16.094,652.259
8.799,-72.012,7.468,245.138
10.622,-75.674,6.688,722.987
8.801,-75.796,14.183,507.010
8.999,-73.993,14.948,637.355
5.044,-73.169,13.232,288.042
12.217,-77.764,15.814,205.719
8.568,-74.725,3.689,260.389
4.119,-77.395,15.216,482.978
12.142,-75.400,10.603,583.577
3.095,-78.153,13.602,667.855
2.614,-73.827,15.315,207.562
5.461,-73.810,8.264,374.175
6.022,-74.642,19.985,52.381
1.791,-78.053,8.701,192.824
4.176,-75.724,1.868,660.497
10.627,-74.427,18.687,584.699
3.912,-76.528,8.200,325.527
11.651,-73.184,17.349,633.176
6.571,-77.842,11.148,346.691
2.044,-74.461,2.671,679.726
5.227,-74.275,5.311,116.708
5.519,-78.382,6.459,185.794
8.628,-78.190,13.115,705.981
11.808,-71.850,9.505,121.940
5.829,-75.650,5.807,40.399
11.529,-77.934,16.023,730.869
3.510,-73.221,13.581,575.424
9.305,-77.165,17.992,345.706
3.311,-78.122,3.780,644.791
6.363,-78.250,7.201,83.252
4.472,-72.977,17.218,327.614
3.008,-71.819,10.302,438.134
2.801,-76.234,0.442,200.117
4.223,-75.672,3.340,338.870
7.763,-71.608,18.577,103.123
11.588,-72.692,13.688,583.626
8.582,-74.785,4.488,424.121
7.297,-72.880,19.573,596.709
3.612,-77.089,4.706,220.353
12.028,-74.554,0.703,675.398
9.746,-77.441,17.601,338.306
7.439,-77.739,3.167,387.003
10.585,-74.614,13.567,148.379
2.373,-74.697,3.953,310.861
4.953,-73.008,10.490,666.603
8.735,-76.845,7.912,389.106
6.377,-78.063,5.438,261.847
3.443,-77.774,12.092,430.629
7.401,-73.111,4.836,745.017
3.614,-76.516,8.391,591.136
8.834,-71.576,14.467,438.987
7.826,-73.480,5.536,459.169
10.525,-77.383,5.217,419.125
9.560,-74.283,15.682,214.107
8.397,-72.386,6.095,243.714
3.859,-76.338,0.717,711.953
2.463,-76.694,15.802,418.340
3.745,-73.227,10.485,167.112
12.011,-73.766,10.279,514.153
11.935,-72.963,13.351,648.428
6.676,-72.560,18.034,580.743
11.824,-72.321,2.268,594.296
5.503,-76.818,11.208,274.862
11.145,-78.304,11.521,512.374
5.200,-77.241,9.861,84.376
2.046,-77.281,11.874,63.000
1.888,-78.125,11.256,274.310
6.551,-76.415,2.939,244.022
7.567,-76.676,18.908,99.461
10.935,-76.719,9.741,522.308
10.510,-73.816,15.774,120.282
5.982,-73.837,15.527,474.252
8.139,-75.555,13.502,271.647
11.718,-74.676,5.222,174.214
5.239,-74.390,9.781,351.839
7.878,-78.230,7.102,556.192
6.651,-71.599,8.783,589.394
6.452,-74.223,3.963,547.180
1.853,-75.332,8.833,40.948
8.156,-76.214,14.889,240.284
7.521,-74.668,3.624,321.062
10.106,-77.701,17.760,453.489
2.366,-72.002,18.866,580.250
10.286,-78.364,4.242,113.441
8.969,-77.053,5.113,500.478
8.550,-73.832,9.089,404.307
9.149,-78.194,16.996,409.851
8.249,-74.714,2.773,239.235
6.550,-73.504,16.633,479.041
7.663,-77.578,16.998,462.321
12.035,-76.146,3.210,366.579
3.794,-75.777,16.775,164.807
6.933,-72.006,12.543,68.102
9.936,-77.978,3.101,663.219
3.253,-75.354,14.890,279.079
9.040,-72.136,13.054,743.373
6.624,-77.415,16.795,243.772
2.188,-74.038,12.019,280.432
7.227,-76.235,6.815,655.564
9.598,-74.425,9.355,421.398
7.120,-78.701,17.660,149.604
5.843,-71.675,18.921,199.696
2.399,-74.018,10.578,726.146
11.383,-77.032,1.451,299.257
9.809,-73.888,13.082,302.386
2.934,-78.798,15.039,727.973
7.709,-78.200,4.504,668.379
8.726,-77.592,19.151,690.731
8.881,-78.407,8.766,55.881
6.267,-75.161,8.157,470.410
5.240,-73.581,11.200,308.111
8.854,-76.953,8.588,112.546
3.502,-73.315,7.045,301.437
10.335,-73.789,17.149,462.761
5.119,-71.624,16.246,311.261
5.846,-71.837,17.410,454.607
10.731,-77.446,10.881,384.715
7.161,-72.680,15.166,453.019
8.898,-76.230,4.876,225.699
6.223,-74.099,0.543,231.362
11.899,-76.976,15.960,164.910
7.376,-74.477,15.538,663.025
9.890,-78.230,8.545,650.337
12.174,-74.780,4.337,296.079
7.035,-72.469,13.354,187.418
6.335,-77.449,5.685,163.428
1.921,-74.493,15.291,48.782
11.115,-73.676,1.581,40.776
4.927,-73.351,1.749,499.630
3.716,-72.971,16.822,80.605
12.085,-77.288,16.307,585.265
11.472,-78.359,13.979,56.929
11.230,-77.602,14.480,348.994
6.828,-74.377,17.591,640.188
9.651,-77.647,13.633,526.556
4.630,-72.570,19.803,60.280
7.739,-74.374,0.549,426.656
5.807,-78.288,7.746,605.712
12.181,-71.957,6.747,147.807
8.624,-71.744,13.594,77.312
3.542,-75.213,17.091,743.180
5.215,-77.748,5.283,172.272
8.887,-74.318,0.923,89.756
4.412,-78.514,9.417,147.431
2.958,-78.785,19.950,212.571
2.321,-78.092,3.144,696.480
10.493,-74.797,6.805,151.312
3.057,-75.391,2.875,540.402
6.699,-78.405,3.876,743.448
2.092,-74.595,18.282,610.292
11.075,-72.814,14.549,566.698
5.666,-76.625,19.808,707.723
6.046,-76.069,18.638,259.254
11.691,-72.612,6.937,165.330
2.664,-75.559,17.187,288.910
3.864,-75.328,18.017,146.872
7.892,-73.825,19.758,594.324
5.605,-78.599,0.795,205.958
7.202,-74.647,19.613,666.970
9.451,-77.053,15.956,144.562
2.664,-76.475,0.816,209.569
2.297,-76.091,15.283,220.491
9.169,-74.278,17.283,230.333
5.285,-75.334,15.024,464.737
2.472,-78.321,18.327,133.754
5.470,-76.513,19.936,688.504
6.536,-74.736,10.534,573.810
4.144,-77.396,15.393,571.889
8.646,-73.573,13.358,198.920
10.891,-73.137,6.182,690.870
2.303,-71.841,13.104,678.740
4.150,-73.125,9.569,611.227
7.783,-76.847,2.193,154.749
10.202,-74.128,0.040,293.738
4.959,-74.646,6.078,441.306
4.048,-77.337,14.000,111.788
2.794,-75.143,8.294,441.292
6.097,-71.675,4.553,346.720
6.435,-76.961,14.251,664.842
10.233,-78.609,0.177,408.932
3.913,-78.208,17.993,652.600
5.114,-74.990,7.080,64.988
8.360,-74.832,16.207,506.600
9.263,-76.831,5.307,568.632
9.256,-78.313,6.483,274.088
6.931,-76.088,6.847,272.409
8.356,-74.370,0.683,700.307
10.964,-71.643,4.967,596.923
5.935,-71.897,13.069,234.480
2.791,-75.824,14.905,468.151
11.136,-73.799,7.715,234.530
9.910,-73.048,7.951,108.602
2.071,-78.954,5.341,193.458
5.255,-75.647,12.450,206.108
5.897,-78.056,5.395,107.881
9.096,-72.712,16.185,166.713
11.062,-72.011,2.296,268.575
4.061,-73.844,7.656,658.101
8.919,-77.600,19.585,105.156
10.428,-71.943,5.383,232.573
4.841,-75.656,12.452,384.648
6.438,-76.559,15.377,169.263
8.819,-75.995,0.589,597.726
6.517,-78.799,5.205,386.653
9.996,-75.759,0.531,355.220
5.489,-74.912,1.544,425.860
11.280,-72.761,9.975,69.485
11.177,-77.504,0.661,224.944
2.057,-72.506,4.403,612.888
9.736,-74.993,10.354,191.249
1.782,-78.756,18.286,487.563
5.743,-77.370,17.919,369.272
12.179,-71.564,14.833,622.419
6.708,-72.814,9.270,54.264
11.664,-73.753,6.311,648.156
5.184,-72.258,15.664,38.381
4.144,-72.262,8.836,359.810
2.680,-72.938,8.672,151.153
3.768,-77.659,19.092,483.102
7.239,-78.515,0.971,481.017
4.805,-75.741,2.966,394.952
2.925,-74.479,5.027,643.700
7.409,-76.053,11.230,701.345
6.576,-74.159,8.707,697.095
7.128,-77.833,16.806,625.675
11.515,-72.785,15.003,587.252
6.083,-73.867,18.462,370.872
4.289,-71.691,11.981,530.905
4.267,-73.680,19.124,565.947
11.290,-74.587,0.171,464.068
11.770,-75.940,12.407,570.612
5.381,-76.705,18.226,41.133
7.455,-77.282,17.109,139.389
5.100,-77.913,3.838,253.197
4.512,-75.028,16.426,201.734
6.148,-73.522,13.420,288.431
5.863,-78.370,7.776,687.769
5.660,-78.335,9.603,192.344
3.632,-72.306,18.088,246.265
8.644,-73.016,15.609,711.489
6.127,-72.229,16.551,737.714
7.350,-71.806,10.537,498.931
8.368,-72.054,2.924,53.298
5.346,-78.914,1.688,584.828
7.090,-78.465,17.302,498.853
11.751,-78.188,18.109,413.104
5.356,-75.155,11.501,407.665
8.475,-76.098,5.190,60.581
12.288,-78.196,7.216,343.314
5.560,-75.599,6.261,389.479
4.055,-74.062,8.199,416.850
1.910,-76.860,14.736,455.026
7.079,-74.800,3.869,544.937
3.762,-74.100,2.548,682.018
4.117,-77.460,17.740,497.471
9.269,-76.560,10.237,621.824
8.899,-75.920,10.781,574.638
2.850,-75.208,2.819,277.306
6.896,-76.992,17.936,442.414
11.821,-78.107,19.352,71.999
2.327,-78.239,8.431,602.614
5.378,-75.490,10.847,190.150
5.965,-72.857,17.661,568.405
8.752,-74.362,9.082,696.268
9.514,-74.148,17.086,114.334
6.644,-78.902,19.630,650.179
9.245,-74.777,19.228,638.040
8.007,-72.603,17.908,659.830
9.418,-77.413,5.990,452.229
10.989,-78.491,13.987,225.819
6.803,-77.839,16.831,457.435
5.576,-75.340,6.234,344.090
11.364,-78.395,3.797,467.779
6.714,-75.003,14.329,649.742
5.411,-77.721,2.203,87.672
7.217,-73.542,0.019,692.185
8.303,-72.722,5.590,390.492
6.050,-75.368,17.159,52.246
8.934,-73.835,0.068,555.393
10.773,-76.939,11.154,446.853
4.945,-78.446,19.989,314.926
1.856,-72.657,2.132,509.248
3.935,-75.000,17.478,407.946
8.231,-73.717,11.991,554.984
4.970,-73.280,6.225,558.775
10.983,-74.590,12.271,685.139
8.840,-78.788,5.020,447.710
7.490,-77.123,19.465,95.341
8.919,-73.073,5.368,626.707
11.204,-74.659,19.702,736.699
11.677,-73.868,17.648,110.589
10.020,-72.670,13.004,57.534
4.422,-75.573,2.389,341.971
9.686,-72.045,1.402,34.273
1.976,-78.539,18.784,268.730
5.279,-76.261,4.408,538.414
7.269,-76.298,17.501,638.233
6.170,-71.813,7.769,320.492
6.303,-74.992,7.499,363.667
5.408,-72.302,15.579,511.677
9.260,-76.361,9.184,218.764
5.162,-72.499,13.010,614.449
9.268,-73.287,2.280,269.426
11.996,-78.815,15.833,673.287
4.897,-74.340,5.546,90.672
7.828,-76.523,6.140,433.393
7.283,-74.415,10.172,237.728
12.304,-72.069,10.225,667.831
11.650,-77.713,6.952,239.156
11.594,-76.789,16.828,574.673
2.463,-75.534,4.824,134.616
5.743,-72.564,4.923,466.885
11.774,-78.632,1.493,671.664
8.584,-78.312,7.616,219.084
5.293,-75.453,10.672,676.588
7.891,-75.223,13.125,722.251
2.194,-73.218,0.759,133.149
11.214,-78.101,17.738,173.335
7.750,-74.901,2.459,535.065
11.032,-78.267,6.130,445.556
3.718,-78.755,13.372,744.602
6.836,-73.931,18.759,741.031
4.787,-71.996,7.852,485.569
1.982,-73.328,19.431,696.047
8.746,-78.818,16.559,483.804
7.697,-72.521,18.435,247.200
10.383,-73.744,15.279,620.249
9.647,-78.384,12.578,22.662
3.656,-74.682,15.927,655.850
12.072,-73.626,9.244,126.677
8.858,-78.076,12.809,260.956
3.917,-72.064,8.935,304.018
11.011,-77.042,9.103,734.334
3.375,-78.009,1.768,134.584
9.987,-75.531,10.533,375.112
6.742,-75.603,11.635,556.938
9.287,-76.318,0.902,696.650
11.758,-71.950,8.984,518.548
7.115,-77.873,10.459,255.697
10.547,-73.725,11.714,509.218
4.423,-74.099,18.311,367.902
9.322,-72.251,16.036,354.763
5.210,-78.392,14.362,287.663
5.999,-75.681,6.691,744.265
10.813,-74.305,8.262,656.290
6.186,-78.187,8.307,410.012
9.493,-75.606,9.875,193.455
7.513,-74.738,9.960,735.034
11.957,-74.542,17.084,352.347
3.464,-78.487,12.890,337.360
7.165,-78.132,11.217,46.798
9.670,-71.685,10.815,561.506
5.563,-76.450,19.628,107.341
11.679,-74.553,14.620,690.321
4.558,-78.818,11.731,396.471
4.082,-75.975,0.472,23.832
10.321,-76.926,3.755,54.867
2.705,-74.312,1.418,748.529
5.182,-77.165,9.115,285.648
10.862,-78.324,7.679,408.380
3.062,-78.889,18.911,639.258
8.236,-75.158,8.008,604.331
3.593,-78.586,3.391,668.376
10.889,-74.312,16.598,584.278
7.087,-78.839,16.550,81.566
9.742,-78.559,19.398,22.843
6.764,-75.851,1.253,672.551
10.888,-74.419,17.105,445.988
2.957,-77.515,0.228,119.459
10.184,-78.935,10.177,739.118
11.421,-75.273,10.922,452.566
7.562,-77.661,9.943,383.714
6.670,-77.347,15.981,305.114
5.651,-75.435,15.756,565.042
10.512,-77.390,13.545,350.639
5.854,-77.022,13.147,625.467
8.696,-76.502,10.429,130.083
2.744,-73.063,8.877,72.465
11.958,-71.599,8.581,645.402
11.858,-77.620,19.940,196.433
6.277,-76.969,8.238,599.686
9.832,-71.897,2.885,110.883
9.805,-72.036,13.712,533.456
4.720,-78.165,7.523,132.161
1.996,-75.592,4.249,538.736
11.803,-75.872,15.709,614.640
11.795,-78.846,9.910,747.094
10.989,-78.300,17.176,48.864
8.306,-73.770,18.796,529.696
11.139,-77.562,5.397,528.351
7.174,-76.811,16.402,391.784
8.155,-74.559,5.571,670.290
4.495,-72.454,8.326,497.451
4.534,-76.047,12.180,384.746
12.310,-74.661,3.936,475.218
1.822,-72.574,0.157,688.458
6.322,-72.654,1.978,324.196
7.688,-77.807,18.230,228.799
4.433,-73.629,7.443,102.946
2.066,-73.523,13.089,175.329
4.467,-75.375,19.607,674.944
6.002,-74.206,5.580,140.217
11.172,-74.939,8.981,539.561
5.459,-75.467,19.077,410.440
10.058,-74.732,6.278,639.987
5.073,-74.967,9.143,449.658
12.033,-77.133,19.669,360.612
9.016,-73.390,4.165,181.378
9.880,-78.057,1.793,728.657
5.633,-73.247,11.668,86.981
6.604,-76.539,19.609,197.227
5.334,-73.198,7.044,401.006
4.111,-73.443,5.837,497.005
7.131,-74.898,17.096,239.293
5.511,-77.949,15.711,544.772
3.906,-75.601,2.642,138.043
5.939,-78.911,18.651,570.923
1.834,-76.404,8.041,632.285
6.719,-77.701,11.046,73.133
8.526,-77.937,17.390,122.323
7.055,-71.587,18.543,612.000
6.209,-76.470,10.995,209.444
8.314,-72.405,1.350,646.836
4.482,-73.667,11.828,657.100
7.596,-71.902,13.151,574.513
6.500,-75.051,10.691,363.483
8.667,-72.106,16.838,158.872
8.618,-76.092,4.954,668.832
4.806,-76.547,11.484,404.828
7.261,-74.497,15.538,502.053
10.503,-77.170,0.124,682.755
9.519,-73.723,2.508,710.645
11.776,-78.089,13.965,649.548
11.949,-74.194,17.121,265.903
4.234,-74.835,8.832,300.828
7.833,-76.216,7.069,289.111
9.211,-74.870,19.705,466.904
8.090,-76.784,19.616,369.361
7.272,-76.751,14.601,543.227
7.831,-76.688,17.105,72.535
5.105,-73.321,5.891,635.079
10.576,-72.550,11.943,394.865
7.199,-72.731,16.526,680.309
6.043,-77.283,8.263,95.756
11.281,-71.809,18.269,263.456
